"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 08 03:43:04 GMT 2025","Thu May 08 03:43:04 GMT 2025","293","Regression","Example","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","step3","step3","PUT book: Verify error with invalid property"
"passed","Thu May 08 03:42:53 GMT 2025","Thu May 08 03:42:54 GMT 2025","269","Regression","Example","com.example.demo.tests.authorsapitests.negative.PostAuthorNegativeTests","com.example.demo.tests.authorsapitests.negative.PostAuthorNegativeTests","testStep1","testStep1","POST author: Verify error with invalid property"
"passed","Thu May 08 03:42:50 GMT 2025","Thu May 08 03:42:50 GMT 2025","314","Regression","Example","com.example.demo.tests.authorsapitests.negative.GetAuthorByIdNegativeTests","com.example.demo.tests.authorsapitests.negative.GetAuthorByIdNegativeTests","step2","step2","GET author by id: Verify invalid id error with invalid author id"
"passed","Thu May 08 03:42:57 GMT 2025","Thu May 08 03:42:57 GMT 2025","263","Regression","Example","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","step3","step3","PUT book: Verify error with invalid property"
"passed","Thu May 08 03:42:58 GMT 2025","Thu May 08 03:42:58 GMT 2025","317","Regression","Example","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","step3","step3","PUT book: Verify error with invalid property"
"passed","Thu May 08 03:42:57 GMT 2025","Thu May 08 03:42:57 GMT 2025","256","Regression","Example","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","step3","step3","PUT book: Verify error with invalid property"
"passed","Thu May 08 03:42:53 GMT 2025","Thu May 08 03:42:53 GMT 2025","259","Regression","Example","com.example.demo.tests.booksapitests.negative.DeleteBookByIdNegativeTests","com.example.demo.tests.booksapitests.negative.DeleteBookByIdNegativeTests","step2","step2","DELETE book by id: Verify invalid id error with invalid book id"
"passed","Thu May 08 03:42:52 GMT 2025","Thu May 08 03:42:52 GMT 2025","535","Regression","Example","com.example.demo.tests.authorsapitests.happy.GetAllAuthorsHappyTest","com.example.demo.tests.authorsapitests.happy.GetAllAuthorsHappyTest","step1","step1","GET all authors: Verify all authors can be retrieved and response matches JSON schema"
"passed","Thu May 08 03:42:57 GMT 2025","Thu May 08 03:42:57 GMT 2025","257","Regression","Example","com.example.demo.tests.booksapitests.happy.PostBookHappyTests","com.example.demo.tests.booksapitests.happy.PostBookHappyTests","testStep1","testStep1","POST book: Verify that a new Book is accepted and response body is correct"
"passed","Thu May 08 03:42:56 GMT 2025","Thu May 08 03:42:56 GMT 2025","263","Regression","Example","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","com.example.demo.tests.booksapitests.negative.PutBookNegativeTests","step3","step3","PUT book: Verify error with invalid property"
